T,E,fold_cv,task_id,logloss_poda,logloss_real,logloss_perdido(%),n_iter_poda,n_iter_real,iter_ahorradas(%),sesgo_calibracion
20,0.1,1,359971,0.0824,0.074054,11.2702,395648,2192970,81.9583,0.017564
20,0.1,1,359979,0.153634,0.152303,0.8739,213437,2219443,90.3833,0.035209
20,0.1,1,359982,0.191493,0.191489,0.0021,2176129,2257560,3.607,0.038499
20,0.1,1,359983,0.272251,0.272251,0.0,2696745,2765344,2.4807,-0.03775
20,0.1,2,190137,0.141292,0.141292,0.0,755510,966908,21.8633,-0.019871
20,0.1,2,190410,0.441339,0.43374,1.752,1607310,2133582,24.6661,0.055669
20,0.1,2,190411,0.293145,0.293145,0.0,904418,1588070,43.0492,0.001757
20,0.1,2,359962,0.311685,0.311685,0.0,640241,821816,22.0944,0.022696
20,0.1,2,359968,0.141681,0.141681,0.0,641522,1567975,59.086,-0.049975
20,0.1,2,359972,0.130461,0.130461,0.0,929966,2115802,56.0466,-0.10678
